0,0,0
0.0005,0,0
0.001,50.8834384436359,0.358513838671559
0.0015,100.513957760339,0.930692230565934
0.002,147.669489850282,2.02436863205081
0.0025,191.188909013173,3.4454247516234
0.003,230.000622716548,5.1229296743898
0.0035,263.148957760339,6.98306198634115
0.004,289.81769212275,8.9506012734497
0.0045,309.350153055325,10.9504851498802
0.005,321.26538654538,12.9093905149008
0.0055,325.27,14.757297423612
0.006,321.26538654538,16.4289946399654
0.0065,309.350153055325,17.8654876074474
0.007,289.81769212275,19.0152721845322
0.0075,263.148957760339,19.8354409863453
0.008,230.000622716548,20.2925934667848
0.0085,191.188909013173,20.3635258626267
0.009,147.669489850282,20.0356826816502
0.0095,100.513957760339,19.3073574150371
0.01,50.8834384436359,18.1876364438101
0.0105,3.9834086435866e-14,4.71320414315588e-09
0.011,-50.883438443636,-15.5199365985939
0.0115,-100.513957760339,-14.6657044015126
0.012,-147.669489850282,-14.4507938139983
0.0125,-191.188909013173,-14.6879370180705
0.013,-230.000622716548,-15.2943249243374
0.0135,-263.148957760339,-16.1853896232643
0.014,-289.81769212275,-17.2761880648998
0.0145,-309.350153055325,-18.4828615400801
0.015,-321.26538654538,-19.7241286840079
0.0155,-325.27,-20.9227695018818
0.016,-321.26538654538,-22.0070586839619
0.0165,-309.350153055325,-22.9121082206866
0.017,-289.81769212275,-23.5810820092319
0.0175,-263.148957760339,-23.9662486997168
0.018,-230.000622716548,-24.0298433785831
0.0185,-191.188909013173,-23.7447137250909
0.019,-147.669489850282,-23.0947318836466
0.0195,-100.513957760339,-22.0749593347539
0.02,-50.883438443636,-20.6915583747531
0.0205,-7.96681728717319e-14,5.23266139722658e-09
0.021,50.8834384436361,17.5770735977218
0.0215,100.513957760339,16.529302703254
0.022,147.669489850283,16.1368399969121
0.0225,191.188909013173,16.2133471491185
0.023,230.000622716548,16.6744034123182
0.0235,263.148957760339,17.4339827676445
0.024,289.81769212275,18.4058229754616
0.0245,309.350153055325,19.5048718211613
0.025,321.26538654538,20.6487681443244
0.0255,325.27,21.7593150307785
0.026,321.26538654538,22.7639033262495
0.0265,309.350153055324,23.5968453838806
0.027,289.81769212275,24.200581648045
0.0275,263.148957760339,24.5267262421623
0.028,230.000622716548,24.5369220852226
0.0285,191.188909013173,24.2034811070772
0.029,147.669489850282,23.5097907456031
0.0295,100.513957760339,22.4504739546017
0.03,50.8834384436357,21.0312962838102
0.0305,1.19502259307598e-13,5.51852624150856e-09
0.031,-50.8834384436361,-17.856190695846
0.0315,-100.513957760339,-16.7821600248816
0.032,-147.669489850283,-16.3656066386524
0.0325,-191.188909013173,-16.4203183224445
0.033,-230.000622716548,-16.8616556551035
0.0335,-263.148957760339,-17.6033947780199
0.034,-289.81769212275,-18.5590944607509
0.0345,-309.350153055325,-19.6435405510104
0.035,-321.26538654538,-20.7742253791141
0.0355,-325.27,-21.8728194801172
0.036,-321.26538654538,-22.866593777588
0.0365,-309.350153055324,-23.689752127954
0.037,-289.817692122751,-24.2846368157705
0.0375,-263.148957760339,-24.6027731567043
0.038,-230.000622716548,-24.6057237230524
0.0385,-191.188909013173,-24.2657277529177
0.039,-147.669489850282,-23.5661069180591
0.0395,-100.513957760339,-22.501424671961
0.04,-50.8834384436358,-21.077392732878
0.0405,-1.59336345743464e-13,5.2514517781054e-09
0.041,50.883438443636,17.8940619685918
0.0415,100.51395776034,16.8164683077299
0.042,147.669489850283,16.3966462390825
0.0425,191.188909013173,16.4484006597699
0.043,230.000622716548,16.8870624785813
0.0435,263.148957760339,17.626380993642
0.044,289.817692122751,18.5798906887143
0.0445,309.350153055325,19.6623554395259
0.045,321.26538654538,20.7912476977684
0.0455,325.27,21.8882200137887
0.046,321.26538654538,22.8805270399214
0.0465,309.350153055325,23.7023579115824
0.047,289.81769212275,24.29604159484
0.0475,263.148957760339,24.6130913557724
0.048,230.000622716548,24.6150588650916
0.0485,191.188909013172,24.2741734979424
0.049,147.669489850282,23.5737480027967
0.0495,100.513957760339,22.5083377599957
0.05,50.8834384436358,21.0836471837971
0.0505,-3.7862515697239e-13,5.03375790200003e-09
0.051,-50.883438443636,-17.8992004127333
0.0515,-100.513957760339,-16.8211233197139
0.052,-147.669489850283,-16.4008577518055
0.0525,-191.188909013173,-16.4522109276241
0.053,-230.000622716548,-16.8905097301725
0.0535,-263.148957760339,-17.6294998153294
0.054,-289.81769212275,-18.5827123716114
0.0545,-309.350153055325,-19.6649082934428
0.055,-321.26538654538,-20.7935573352447
0.0555,-325.27,-21.8903096070692
0.056,-321.26538654538,-22.8824175534497
0.0565,-309.350153055325,-23.7040683123467
0.057,-289.81769212275,-24.2975890426811
0.0575,-263.148957760339,-24.6144913755617
0.058,-230.000622716548,-24.6163255025079
0.0585,-191.188909013173,-24.2753194604089
0.059,-147.669489850282,-23.5747847869922
0.0595,-100.513957760339,-22.5092757672186
0.06,-50.8834384436353,-21.0844958243397
0.0605,-2.39004518615196e-13,5.17359619596885e-09
0.061,50.8834384436359,17.8998976266538
0.0615,100.513957760339,16.8217549378559
0.062,147.669489850282,16.4014291917819
0.0625,191.188909013173,16.4527279223119
0.063,230.000622716548,16.8909774663052
0.0635,263.148957760339,17.6299229855423
0.064,289.817692122751,18.5830952215265
0.0645,309.350153055324,19.6652546642654
0.065,321.26538654538,20.7938707023008
0.0655,325.27,21.8905931146682
0.066,321.26538654538,22.8826740464237
0.0665,309.350153055324,23.7043003645829
0.067,289.81769212275,24.2977989829331
0.0675,263.148957760339,24.6146813107995
0.068,230.000622716548,24.6164973390415
0.0685,191.188909013172,24.2754749229971
0.069,147.669489850282,23.574925436129
0.0695,100.513957760339,22.5094030147716
0.07,50.8834384436353,21.084610947697
0.0705,-8.76752573252377e-13,4.53587422674822e-09
0.071,-50.883438443637,-17.8999922083524
0.0715,-100.513957760339,-16.8218406219572
0.072,-147.669489850283,-16.401506713935
0.0725,-191.188909013173,-16.4527980606632
0.073,-230.000622716548,-16.8910409248142
0.0735,-263.148957760339,-17.6299804010381
0.074,-289.81769212275,-18.5831471700928
0.0745,-309.350153055324,-19.6653016670199
0.075,-321.26538654538,-20.7939132306257
0.0755,-325.27,-21.8906315949439
0.076,-321.265386545381,-22.8827088643147
0.0765,-309.350153055325,-23.7043318689168
0.077,-289.81769212275,-24.2978274892128
0.0775,-263.148957760339,-24.614707104383
0.078,-230.000622716548,-24.6165206780207
0.0785,-191.188909013173,-24.2754960408044
0.079,-147.669489850282,-23.5749445438971
0.0795,-100.513957760339,-22.5094203034702
0.08,-50.8834384436353,-21.0846265900669
0.0805,-3.18672691486928e-13,5.09395701122133e-09
0.081,50.8834384436359,17.9000050593063
